time,luminaire_ID,lux_ref,lux_meas,ldrvoltage,ldrresistance,duty_cycle,windup_state,setpoint-weight
12954,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
12964,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
12974,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
12984,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
12994,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13004,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13014,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13024,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13034,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13044,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13054,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13064,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13074,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13084,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13094,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13104,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13114,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13124,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13134,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13144,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13154,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13164,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13174,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13184,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13194,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13204,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13214,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13224,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13234,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13244,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13254,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13264,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13274,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13284,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13294,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13304,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13314,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13324,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13334,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13344,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13354,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13364,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13374,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13384,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13394,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13404,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13414,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13424,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13434,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13444,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13454,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13464,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13474,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13484,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13494,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13504,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13514,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13524,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13534,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13544,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13554,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13564,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13574,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13584,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13594,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13604,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13614,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13624,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13634,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13644,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13654,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13664,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13674,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13684,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13694,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13704,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13714,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13724,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13734,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13744,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13754,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
13764,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13774,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
13784,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
14991,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15001,0,20.00,19.85,0.16,190735.30,0.41,1,1.00
15011,0,20.00,19.85,0.16,190735.30,0.41,1,1.00
15021,0,20.00,19.85,0.16,190735.30,0.41,1,1.00
15031,0,20.00,19.85,0.16,190735.30,0.41,1,1.00
15041,0,20.00,19.85,0.16,190735.30,0.42,1,1.00
15051,0,20.00,19.85,0.16,190735.30,0.42,1,1.00
15061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15071,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15091,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15101,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15111,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15121,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15131,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15141,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15191,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15201,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15211,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15221,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15231,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15241,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15251,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15261,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15271,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15281,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15301,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15311,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15321,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15331,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15371,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15381,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15391,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15411,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15421,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15431,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15441,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15451,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15461,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15471,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15491,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15501,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15511,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15521,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15531,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15541,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15551,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15561,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15571,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15591,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15601,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15611,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15621,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15631,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15641,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15651,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15661,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15671,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15681,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15691,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15701,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15711,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15721,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15731,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15741,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15761,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15771,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15821,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15831,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15841,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15851,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15861,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15881,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15891,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15901,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15921,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15931,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15941,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15951,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15961,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
15971,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15981,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
15991,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16001,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16011,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16021,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16031,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16041,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16051,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16071,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16091,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16101,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16111,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16121,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16131,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16141,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16191,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16201,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16211,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16221,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16231,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16241,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16251,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16261,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16271,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16281,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16301,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16311,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16321,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16331,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16371,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16381,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16391,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16411,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16421,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16431,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16441,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16451,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16461,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16471,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16491,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16501,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16511,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16521,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16531,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16541,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16551,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16561,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16571,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16591,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16601,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16611,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16621,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16631,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16641,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16651,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16661,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16671,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16681,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16691,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16701,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16711,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16721,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16731,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16741,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16761,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16771,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16821,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16831,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16841,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16851,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
16861,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16881,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16891,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16901,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16921,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16931,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16941,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16951,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16961,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16971,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16981,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
16991,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17001,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17011,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17021,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17031,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17041,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17051,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17071,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17091,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17101,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17111,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17121,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17131,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17141,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17191,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17201,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17211,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17221,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17231,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17241,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17251,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17261,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17271,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17281,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17301,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17311,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17321,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17331,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17371,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17381,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17391,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17411,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17421,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17431,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17441,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17451,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17461,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17471,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17491,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17501,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17511,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17521,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17531,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17541,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17551,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17561,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17571,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17591,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17601,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17611,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17621,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17631,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17641,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17651,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17661,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17671,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17681,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17691,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17701,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17711,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17721,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17731,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17741,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17761,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17771,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17821,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17831,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17841,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17851,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17861,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17881,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17891,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17901,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17921,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17931,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17941,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17951,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17961,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
17971,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17981,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
17991,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18001,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18011,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18021,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18031,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18041,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18051,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18071,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18091,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18101,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
18111,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18121,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18131,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18141,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
18151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18191,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18201,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18211,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18221,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
18231,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
18241,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18251,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18261,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18271,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18281,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18301,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18311,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18321,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18331,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18371,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18381,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18391,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18411,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18421,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18431,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18441,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18451,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18461,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
18471,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
18481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
18491,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
