time,luminaire_ID,lux_ref,lux_meas,ldrvoltage,ldrresistance,duty_cycle,windup_state,setpoint-weight
33581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33591,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33601,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33611,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33621,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33631,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33641,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33651,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33661,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33671,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33681,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33691,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33701,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33711,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
33721,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33731,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
33741,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33761,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33771,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33821,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33831,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33841,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33851,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33861,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
33871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33881,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33891,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
33901,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
33911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33921,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33931,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33941,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33951,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33961,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33971,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33981,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
33991,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34001,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34011,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34021,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34031,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34041,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34051,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34071,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34091,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34101,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34111,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34121,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34131,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34141,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34191,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34201,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34211,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34221,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34231,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34241,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34251,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34261,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34271,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34281,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34301,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34311,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34321,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34331,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34371,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34381,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34391,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34411,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34421,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34431,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34441,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34451,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34461,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34471,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34491,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34501,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34511,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34521,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34531,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34541,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34551,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34561,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34571,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34591,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34601,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34611,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34621,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34631,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34641,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34651,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34661,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34671,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34681,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34691,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34701,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34711,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34721,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34731,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34741,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34761,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34771,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34821,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34831,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34841,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34851,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34861,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34881,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34891,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34901,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34921,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34931,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
34941,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34951,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34961,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34971,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34981,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
34991,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35001,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35011,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35021,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35031,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35041,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35051,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35071,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35091,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35101,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35111,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35121,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35131,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35141,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35191,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35201,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35211,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35221,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35231,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35241,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35251,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35261,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35271,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35281,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35301,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35311,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35321,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35331,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35371,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35381,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35391,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35411,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35421,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35431,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35441,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35451,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35461,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35471,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35491,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35501,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35511,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35521,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35531,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35541,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35551,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35561,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35571,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35591,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35601,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35611,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35621,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35631,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35641,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35651,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35661,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35671,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35681,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35691,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35701,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35711,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35721,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35731,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35741,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35761,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35771,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35821,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35831,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35841,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35851,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35861,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35881,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35891,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35901,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35921,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35931,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35941,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35951,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35961,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35971,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
35981,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
35991,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36001,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36011,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36021,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36031,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36041,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36051,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36071,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36091,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36101,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36111,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36121,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36131,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36141,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36191,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36201,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36211,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36221,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36231,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36241,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36251,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36261,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36271,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36281,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36301,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36311,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36321,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36331,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36371,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36381,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36391,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36411,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36421,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36431,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36441,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36451,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36461,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36471,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36491,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36501,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36511,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36521,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36531,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36541,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36551,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36561,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36571,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36591,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36601,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36611,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36621,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36631,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36641,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36651,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36661,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36671,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36681,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36691,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36701,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36711,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36721,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36731,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36741,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36761,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36771,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36821,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36831,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36841,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36851,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36861,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36881,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36891,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
36901,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36921,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36931,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36941,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36951,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36961,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36971,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36981,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
36991,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37001,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37011,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37021,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37031,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37041,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37051,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37061,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37071,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37081,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37091,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37101,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37111,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37121,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37131,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37141,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37151,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37161,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37171,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37181,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37191,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37201,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37211,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37221,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37231,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37241,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37251,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37261,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37271,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37281,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37291,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37301,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37311,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37321,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37331,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37341,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37351,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37361,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37371,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37381,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37391,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37401,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37411,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37421,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37431,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37441,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37451,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37461,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37471,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37481,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37491,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37501,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37511,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37521,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37531,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37541,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37551,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37561,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37571,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37581,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37591,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37601,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37611,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37621,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37631,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37641,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37651,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37661,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37671,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37681,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37691,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37701,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37711,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37721,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37731,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37741,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37751,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37761,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37771,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37781,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37791,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37801,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37811,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37821,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37831,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37841,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37851,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37861,0,20.00,20.11,0.17,188786.41,0.41,1,1.00
37871,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37881,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37891,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37901,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37911,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
37921,0,20.00,19.98,0.17,189756.09,0.41,1,1.00
